ID,Lake,Code,sample_date,Chla,TSS,closest_date,closest_WV3_scene,coastalblue,blue,green,yellow,red,rededge,nir,nir2,WV3_1,WV3_2,WV3_3,WV3_4,WV3_5,WV3_6,WV3_7,WV3_8,WV3_9,WV3_10,WV3_11,WV3_12,WV3_13,WV3_14,WV3_15,WV3_16,WV3_17,WV3_18,WV3_19,WV3_20,WV3_21,WV3_22,WV3_23,WV3_24,WV3_25,WV3_26,WV3_27,WV3_28,WV3_29,WV3_30,WV3_31,WV3_32,WV3_33,WV3_34,WV3_35,WV3_36,WV3_37,WV3_38,WV3_39,WV3_40,WV3_41,WV3_42,WV3_43,WV3_44,WV3_45,WV3_46,WV3_47,WV3_48,WV3_49,WV3_50,WV3_51,WV3_52
P-8_2022-08-02,Laguna de Río Seco,P-8,8/2/2022,1.3522,8,7/31/2022,22JUL31111807-M2AS-22EUSI-1121,,,,,,,,,1.127381269,1.240967024,0.725953076,0.528605791,0.887011367,-0.158780055,-3.064168638,-0.158780055,0.418114703,0.158780055,0.501129121,0.411693141,-1.164865504,0.017274231,0.081188181,0.059877028,1.377499501,1.709431456,2.34762283,1.100751856,1.516285132,2.082368134,0.10264678,0.58498982,0.107528143,0.277866973,0.325900283,0.40256113,-0.308381802,-0.40256113,0.34120619,-0.069344075,-0.016881019,-21.50205154,-0.033762038,1.233518998,1.201439591,0.908469965,-0.047959903,0.158780055,0.805823186,0.877710416,0.659506566,0.02968666,-0.199548423,0.074516746,90.7578109,6.030989243,5.502383452,3.154760622,-0.974938371,1.786887834
P-8_2022-06-22,Laguna de Río Seco,P-8,6/22/2022,2.3975,99.33,6/16/2022,22JUN16105758-M2AS-22EUSI-0715-01,,,,,,,,,1.230363923,0.719805234,0.743887578,0.524085196,0.812767654,-0.14686292,-1.64773598,-0.14686292,1.480989793,0.14686292,0.63702178,0.481588855,-0.979909432,0.028159931,-0.576497042,0.103285352,1.344289151,0.967626367,1.373450805,0.585034412,0.786455413,1.116296389,0.320036466,1.033456749,-0.162922382,0.108690882,0.188210482,0.157345079,-0.312262599,-0.157345079,0.492342634,0.008570004,-0.026756935,-13.90083697,-0.05351387,1.431439645,1.357613513,1.709301162,0.261802258,0.14686292,1.389264696,0.851080566,1.271527901,-0.058545798,-0.180436847,0.238071151,30.79082098,5.158227705,4.634142509,3.260691704,-1.186944072,2.501891824
P-8_2022-10-05,Laguna de Río Seco,P-8,10/5/2022,0.6401,2.96,10/13/2022,22OCT13105756-M2AS-22EUSI-1602-01,,,,,,,,,0.882423135,1.510986726,0.668471953,0.44823909,1.133243181,-0.198701601,-9.085025306,-0.198701601,1.393999819,0.198701601,0.267040625,0.230548922,-1.404867643,-0.010990478,0.471423998,-0.062460381,1.495949076,2.260359198,3.370939212,1.712315404,2.561536647,3.820093875,-0.077814625,0.442407561,0.203500369,0.324147556,0.370962103,0.542432438,-0.380987444,-0.542432438,0.189110629,-0.162209897,-0.009049013,-36.93617932,-0.018098027,1.094531031,1.081042018,0.584004558,-0.26262263,0.198701601,0.661819182,0.867969016,0.390390667,0.027894627,-0.222303763,-0.052016894,501.9898329,7.026028506,6.577789416,3.206850204,-0.953516638,1.272813802
P-8_2022-08-30,Laguna de Río Seco,P-8,8/30/2022,0.3619,7.07,9/7/2022,22SEP07112452-M2AS-22EUSI-1297-35ONA,,,,,,,,,0.899959206,1.542258966,0.522906839,0.276367667,1.111161477,-0.313277968,-22.49927116,-0.313277968,1.316158505,0.313277968,0.193791686,0.172586858,-1.850629884,-0.006952196,0.462761939,-0.05265418,1.912386537,2.949395283,5.580460931,1.71369875,3.277254418,6.200793209,-0.064866405,0.339052553,0.213298084,0.290434577,0.347506749,0.696069923,-0.566946619,-0.696069923,0.194682436,-0.292073141,-0.0096735,-27.02780102,-0.019346999,1.063094563,1.052345689,0.583533133,-0.262998518,0.313277968,0.648399537,0.812334948,0.305133466,0.021989591,-0.252154138,-0.033919087,1162.933391,10.4446497,10.16828204,4.587821106,-1.216316615,1.205092672
P-8_2022-09-20,Laguna de Río Seco,P-8,9/20/2022,0.2445,4.44,9/19/2022,22SEP19111624-M2AS-050079863010_01_P002,,,,,,,,,0.879829807,1.388130281,0.562545062,0.364860435,1.136583452,-0.279963086,-16.18156109,-0.279963086,1.4884845,0.279963086,0.217620844,0.190586682,-1.702544326,-0.009111375,0.416189975,-0.063926102,1.77763537,2.467589486,3.804551409,1.577725908,2.804621377,4.324190176,-0.086569823,0.405253793,0.162524752,0.273517347,0.32218907,0.583728047,-0.465351291,-0.583728047,0.204345376,-0.252928924,-0.01051136,-26.75890919,-0.02102272,1.077177472,1.066761537,0.633823654,-0.224122319,0.279963086,0.720393477,0.816821159,0.356554367,0.018652331,-0.283728379,-0.048699426,769.7177571,7.865836257,7.500975822,3.696424413,-1.193907323,1.236384174
P-8_2023-08-22,Laguna de Río Seco,P-8,8/22/2023,2.377,4.0659,8/20/2023,23AUG20104915-M2AS-050167056010_01_P001,,,,,,,,,0.846912619,1.434314084,0.586735997,0.401938782,1.180759357,-0.260449125,-12.34574028,-0.260449125,1.596954375,0.260449125,0.268977102,0.235502884,-1.613818238,-0.014791518,0.483561992,-0.082888264,1.70434404,2.444564661,3.568488906,1.693579776,2.886442598,4.213526668,-0.106732119,0.409070791,0.178413331,0.294844256,0.337978535,0.562218484,-0.426595816,-0.562218484,0.179446064,-0.226974907,-0.011788683,-24.88556171,-0.023577366,1.093661032,1.08185998,0.590465247,-0.257493683,0.260449125,0.697197365,0.830233902,0.346447215,0.024778306,-0.283103186,-0.062623576,523.6267813,7.401902778,6.999963997,3.431475091,-1.142125557,1.193359834
P-8_2023-07-11,Laguna de Río Seco,P-8,7/11/2023,2.037,5.25,7/13/2023,23JUL13105923-M2AS-015834812010_01_P009,,,,,,,,,0.870869388,1.573167649,0.675202705,0.25657696,1.148277817,-0.193885369,-10.30846129,-0.193885369,1.406976676,0.193885369,0.235878684,0.204370849,-1.402864626,-0.010885179,0.512617657,-0.069021714,1.481036721,2.329919057,6.131367561,1.806433514,2.675394369,7.040513359,-0.082083185,0.429199459,0.222747884,0.293222437,0.384306658,0.719548883,-0.591625554,-0.719548883,0.175069397,-0.162377535,-0.007578213,-44.54894086,-0.015156426,1.080715258,1.059347804,0.553576975,-0.287351726,0.193885369,0.63566016,0.873775308,0.373776671,0.026746444,-0.12342294,-0.055422789,680.1380221,11.24057588,10.98399892,4.852631358,-0.761487838,1.244646059
P-8_2023-06-27,Laguna de Río Seco,P-8,6/27/2023,5.98,3.6,6/24/2023,23JUN24110224-M2AS-015851214020_01_P008,,,,,,,,,0.913242058,1.437504434,0.665734291,0.80614685,1.094999942,-0.200671686,-9.706520878,-0.200671686,1.312140466,0.200671686,0.241948586,0.207511354,-1.415935358,-0.007064149,0.399349913,-0.045346036,1.502100783,2.159276535,1.783179371,1.574067271,2.36440768,1.952581308,-0.060353165,0.463118079,0.179488672,0.383410908,0.355512038,0.281397376,-0.107329672,-0.281397376,0.215236627,-0.166234454,-0.00864548,-38.50186762,-0.017290961,1.089238553,1.097494274,0.635296863,-0.223019529,0.200671686,0.695650028,0.8628656,0.422938907,0.022631314,-0.404766964,-0.040179172,561.3638756,4.824460715,4.018313865,2.235134493,-1.220703407,1.336180965
P-2_2021-07-05,Laguna de la Caldera,P-2,7/5/2021,0.7051,1.6,7/16/2021,21JUL16110544-M2AS-21EUSI-1099-01,,,,,,,,,0.770547145,1.713703426,0.839512541,0.32249629,1.297779125,-0.087244558,-5.211416243,-0.087244558,1.715010027,0.087244558,0.211922659,0.181127295,-1.123689636,-0.018719234,0.714247584,-0.129594321,1.191167434,2.041307713,5.313870208,2.224008532,2.649166537,6.896229828,-0.133892978,0.489882046,0.262999788,0.341281804,0.437129626,0.683237074,-0.512291577,-0.683237074,0.099174455,-0.056449194,-0.002943535,-142.6027626,-0.005887071,1.069621828,1.049093153,0.449638563,-0.379654247,0.087244558,0.58353154,0.940860354,0.377477213,0.026180379,-0.061650788,-0.112404834,885.2307938,9.589306559,9.266810269,3.952940061,-0.50793036,1.148024358
P-2_2021-07-27,Laguna de la Caldera,P-2,7/27/2021,0.754,2.28,7/16/2021,21JUL16110556-M2AS-21EUSI-1099-01,,,,,,,,,0.717878658,2.180087059,0.80515039,0.113884881,1.392993076,-0.107940929,-9.032111813,-0.107940929,1.726013485,0.107940929,0.188147835,0.166574851,-1.193637277,-0.022955775,0.934295797,-0.164226583,1.242003995,2.707676835,19.14290153,3.036846177,3.771775082,26.66592928,-0.129408292,0.369320292,0.3710864,0.392830286,0.498147845,0.900709439,-0.795517683,-0.900709439,0.023040441,-0.086367944,-0.002610374,-154.2212562,-0.005220748,1.049433138,1.029936483,0.329288987,-0.504563733,0.107940929,0.458697278,0.938728215,0.265127156,0.031618938,-0.027560596,-0.104193136,1730.041553,28.83683034,28.72294546,9.580043932,-0.341294556,0.983005814
P-2_2021-06-22,Laguna de la Caldera,P-2,6/22/2021,0.5227,2.1,6/20/2021,21JUN20105413-M2AS-21EUSI-0935-01,,,,,,,,,0.813416782,1.929980889,0.758274077,0.896872237,1.229382062,-0.137479091,-7.598378943,-0.137479091,1.476034508,0.137479091,0.254282206,0.222469378,-1.24501728,-0.018573277,0.711242216,-0.102890422,1.318784368,2.545228627,2.151901697,2.372683884,3.129058417,2.645509344,-0.0966762,0.392892013,0.317401691,0.477377382,0.457738139,0.365462444,-0.054367269,-0.365462444,0.105097537,-0.105666263,-0.005070716,-74.76991967,-0.010141432,1.076190938,1.082693428,0.421463646,-0.407000458,0.137479091,0.518139846,0.917499147,0.319584957,0.03901666,-0.285908849,-0.073307056,749.2412047,5.076720926,4.179848689,2.027946992,-0.953321924,1.133001739
P-2_2021-10-19,Laguna de la Caldera,P-2,10/19/2021,0.2657,2.91,10/19/2021,21OCT19110934-M2AS-21EUSI-1628-02,,,,,,,,,0.903881294,1.187024367,0.860498323,0.832352781,1.106339966,-0.074980813,-2.109710228,-0.074980813,1.674928794,0.074980813,0.335096806,0.268973187,-1.019150291,-0.009699799,0.263897276,-0.050485661,1.162117314,1.379461568,1.426107287,1.313252497,1.526153464,1.577759487,-0.080974501,0.724920522,0.085515447,0.337611732,0.34372925,0.175634148,-0.091492872,-0.175634148,0.249629359,-0.008857193,-0.005359892,-80.27198636,-0.010719784,1.15308988,1.150425566,0.761468189,-0.135416474,0.074980813,0.84244269,0.936213936,0.6552421,0.014371589,-0.134938797,-0.069678422,196.8053,4.464669812,3.632317031,2.206209744,-0.986483166,1.559123394
P-2_2021-09-02,Laguna de la Caldera,P-2,9/2/2021,0.2829,0.1,9/11/2021,21SEP11110754-M2AS-21EUSI-1467,,,,,,,,,0.806448729,1.746343697,0.755470526,0.364422261,1.240004434,-0.139295688,-10.95864661,-0.139295688,1.561578041,0.139295688,0.167390984,0.145077145,-1.271828193,-0.012379576,0.667379468,-0.107144625,1.323678378,2.311597391,4.792088419,2.165473928,2.866391016,5.94221089,-0.11083229,0.432601284,0.271759029,0.357071529,0.428867475,0.654701404,-0.465821877,-0.654701404,0.118259637,-0.116981849,-0.003611254,-104.5994847,-0.007222507,1.053033567,1.040738546,0.461792676,-0.368183076,0.139295688,0.572624966,0.910961809,0.348870756,0.022044266,-0.117955606,-0.083730528,1517.29121,8.770989064,8.406566803,3.614478384,-0.668976974,1.155319485
P-2_2021-09-16,Laguna de la Caldera,P-2,9/16/2021,0.4229,0.64,9/18/2021,21SEP18111849-M2AS-21EUSI-1467-02,,,,,,,,,0.79347241,1.702976886,0.712211629,0.427922997,1.260283265,-0.168079907,-13.74583617,-0.168079907,1.630541905,0.168079907,0.163485354,0.14254895,-1.35374432,-0.013030108,0.673076235,-0.115155153,1.404077047,2.391110756,3.979633949,2.14623327,3.013476871,5.015466068,-0.121274453,0.418215675,0.260075064,0.361206019,0.41438079,0.598364052,-0.400635752,-0.598364052,0.114811196,-0.147143504,-0.00422996,-84.18656715,-0.00845992,1.051409047,1.042510441,0.465932578,-0.364319226,0.168079907,0.587207031,0.893529104,0.3318426,0.020664936,-0.172913861,-0.086373075,1624.818682,7.600989758,7.173066761,3.193432812,-0.805712994,1.12531501
P-2_2022-07-27,Laguna de la Caldera,P-2,7/27/2022,1.1464,20.4,7/29/2022,22JUL29112843-M2AS-22EUSI-1121-WV2,,,,,,,,,1.301596958,1.087769354,0.460591195,0.270487266,0.768286983,-0.369308542,-7.857906488,-0.369308542,-1.871734906,0.369308542,0.504354745,0.435709387,-1.953439848,0.037564948,-0.151025549,0.131038129,2.171122701,2.361680739,4.021517793,0.835719036,1.81444857,3.089679773,0.277261863,0.423427258,0.042039775,0.151915876,0.215181698,0.601714047,-0.57419917,-0.601714047,0.428272718,-0.300663184,-0.040196069,-5.729306516,-0.080392137,1.233727136,1.19730411,1.196574396,0.089491344,0.369308542,0.919312532,0.74163391,0.551131631,0.013080925,-0.316773778,0.127704373,97.74471441,9.415187196,9.14469993,5.123182136,-1.569408654,1.852728589
P-2_2022-08-03,Laguna de la Caldera,P-2,8/3/2022,1.686,21.82,7/31/2022,22JUL31111807-M2AS-22EUSI-1121,,,,,,,,,1.188301295,1.059557159,0.637397028,0.380731339,0.841537415,-0.221450855,-3.109428593,-0.221450855,-1.819143335,0.221450855,0.656548999,0.539934978,-1.269313337,0.030717924,-0.102253104,0.086049072,1.568880865,1.662318951,2.782952305,0.891656992,1.398903593,2.341958488,0.177716977,0.601569271,0.028917458,0.180424773,0.258422701,0.471312393,-0.448507717,-0.471312393,0.395735486,-0.104836834,-0.033169743,-9.608109322,-0.066339485,1.33911284,1.271522874,1.121507496,0.05727413,0.221450855,0.943790518,0.823941292,0.714845544,0.010896191,-0.216590774,0.113276273,46.8714609,7.141640712,6.760909373,3.977957068,-1.097568472,1.903146839
P-2_2022-06-22,Laguna de la Caldera,P-2,6/22/2022,1.871,47.6,6/16/2022,22JUN16105758-M2AS-22EUSI-0715-01,,,,,,,,,1.203959099,0.865170689,0.624279431,0.447045021,0.830593,-0.231315229,-3.395300957,-0.231315229,2.087048283,0.231315229,0.568655774,0.457996786,-1.313929053,0.0259801,-0.325248284,0.092542143,1.601846786,1.385870888,1.935309978,0.718604718,1.151094658,1.607454921,0.235744347,0.721567939,-0.072287921,0.135028799,0.196609732,0.318640956,-0.382127005,-0.318640956,0.443756051,-0.120656241,-0.033299878,-9.373599304,-0.066599756,1.323742782,1.278576523,1.391585631,0.163734731,0.231315229,1.155841284,0.798559686,0.868738286,-0.023899674,-0.269052609,0.147170347,50.98068126,5.950604238,5.503559217,3.568249239,-1.28320583,2.072697385
